ï»¿"","Conta Contábil","Data","Fornecedor","Valor","Histórico"
"","ISS a Recolher","12/02/2020","07.661.906/0001-04 - AGÊNCIA COMUNICAÇÃO LTDA - ME","R$98,75","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE PUBLICIDADE, DE CARÁTER EDUCATIVO, INFORMATIVO E DE ORIENTAÇÃO SOCIAL, PARA ATENDER AS NECESSIDADES DO GABINETE DO PREFEITO, CONFORME 2ª ADITIVO DA TOMADA DE PREÇO Nº 001/2017 E CONTRATO Nº 199/2017, REF. O MÊS DE DEZEMBRO DE 2019."
"","ISS a Recolher","12/02/2020","25.213.068/0001-80 - GESTCON ASSESSORIA E CONSULTORIA PUBLICA LTDA - ME","R$391,50","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS ESPECIALIZADO NA CONSULTORIA E ASSESSORIA ADMINISTRATIVA EM GESTÃO PÚBLICA MUNICIPAL NAS ÁREAS DE LICITAÇÕES E CONTRATOS PÚBLICOS PARA ATENDER A SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO E PLANEJAMENTO, CONFORME 2º ADITIVO DA INEXIGIBILIDADE Nº 001/2017 E CONTRATO Nº 004/2017, REF. O MÊS DEZEMBRO DE 2019."
"","ISS a Recolher","12/02/2020","25.213.068/0001-80 - GESTCON ASSESSORIA E CONSULTORIA PUBLICA LTDA - ME","R$391,50","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS ESPECIALIZADO NA CONSULTORIA E ASSESSORIA ADMINISTRATIVA EM GESTÃO PÚBLICA MUNICIPAL NAS ÁREAS DE LICITAÇÕES E CONTRATOS PÚBLICOS PARA ATENDER A SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO E PLANEJAMENTO, CONFORME 2º ADITIVO DA INEXIGIBILIDADE Nº 001/2017 E CONTRATO Nº 004/2017, REF. O MÊS NOVEMBRO DE 2019."
"","Pensão Alimentícia Judicial (f)","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$851,87","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO DESTE MUNICIPIO, REFERENTE O JANEIRO DE 2020."
"","Pensão Alimentícia Judicial (f)","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$490,21","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NA SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS DESTE MUNICIPIO, REFERENTE O MÊS JANEIRO DE 2020."
"","Pensão Alimentícia Judicial (f)","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$100,00","PARA FAZER FACE AS DESPESAS NOS VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DESENVOLVIMENTO RURAL, REFERENTE AO JANEIRO DE 2020."
"","Plano de Saúde União Médica (f)","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$290,25","PARA FAZER FACE A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AO GABINETE DO PREFEITO DESTE MUNICIPIO, REFERENTE AO EXERCICIO DE 2020."
"","Plano de Saúde União Médica (f)","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$480,44","PARA FAZER FACE AS DESPESAS NOS VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DESENVOLVIMENTO RURAL, REFERENTE AO JANEIRO DE 2020."
"","ISS a Recolher","11/02/2020","32.190.643/0001-31 - APPLIED SERVICOS DE ESCRITORIO LTDA","R$90,00","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE DIGITAÇÃO INSERÇÃO E INDEXAÇÃO DE DOCUMENTOS ADMINISTRATIVO PARA ENCAMINHAMENTO PARA O TRIBUNAL DE CONTA DOS MUNICIPIOS (E-TCM), CONFORME CONVITE Nº 003/2019 E CONTRATO Nº 038/2019, REF. MÊS DEZEMBRO DE 2019."
"","ISS a Recolher","11/02/2020","07.661.906/0001-04 - AGÊNCIA COMUNICAÇÃO LTDA - ME","R$98,75","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE PUBLICIDADE, DE CARÁTER EDUCATIVO, INFORMATIVO E DE ORIENTAÇÃO SOCIAL, PARA ATENDER AS NECESSIDADES DO GABINETE DO PREFEITO, CONFORME 2ª ADITIVO DA TOMADA DE PREÇO Nº 001/2017 E CONTRATO Nº 199/2017, REF. O MÊS DE NOVEMBRO DE 2019."
"","ISS a Recolher","11/02/2020","04.756.073/0001-69 - OLIVESI TRANSPORTE LTDA - EPP","R$47,00","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA LOCAÇÃO DE VEICULOS PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL ADMINISTRAÇÃO, CONFORME 2ª ADITIVO DO PREGÃO Nº 009-2017 E CONTRATO Nº 162-2017. REF. DEZEMBRO DE 2019"
"","ISS a Recolher","11/02/2020","40.645.707/0001-70 - INSTITUTO DE ESTUDOS PESQUISAS E DESENVOLVIMENTO MUNICIPAL LTDA - ME","R$3.249,10","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA TERCEIRAZAÇÃO DE MÃO DE OBRA NA ATIVIDADES DE VIGIAS, SERVENTE, PORTEIRO, SERVIÇOS GERAIS, SECRETARIO E DIGITADOR PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO, CONFORME 3º ADITIVO DO PREGÃO Nº 018/2015 E CONTRATO Nº 107/2015, REF. MÊS DEZEMBRO DE 2019."
"","IRRF s/ Outros Rendimentos","11/02/2020","40.645.707/0001-70 - INSTITUTO DE ESTUDOS PESQUISAS E DESENVOLVIMENTO MUNICIPAL LTDA - ME","R$974,73","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA TERCEIRAZAÇÃO DE MÃO DE OBRA NA ATIVIDADES DE VIGIAS, SERVENTE, PORTEIRO, SERVIÇOS GERAIS, SECRETARIO E DIGITADOR PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO, CONFORME 3º ADITIVO DO PREGÃO Nº 018/2015 E CONTRATO Nº 107/2015, REF. MÊS DEZEMBRO DE 2019."
"","Caixa Econômica Federal - Empréstimos Consignados (f)","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$278,07","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO  MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DE PLANEJAMENTO E FINANÇAS, REFERENTE O MÊS JANEIRO DE 2020."
"","Caixa Econômica Federal - Empréstimos Consignados (f)","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$433,00","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NA SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS DESTE MUNICIPIO, REFERENTE O MÊS JANEIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","11/02/2020","091.337.205-68 - LUIZ SERGIO SOARES DE SOUZA SANTOS","R$3.621,08","LIQUIDADO PARA PAGAMENTO A DESPESA COM SUBSÍDIOS DO PREFEITO DESTE  MUNICIPIO, REFERENTE O MÊS JANEIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","11/02/2020","580.602.785-68 - CLERISTON SANTANA DE OLIVEIRA","R$279,80","LIQUIDADO PARA PAGAMENTO A DESPESA COM SUBSÍDIOS DO SECRETARIAO DE ADMINISTRAÇÃO DESTE  MUNICIPIO, REFERENTE O MÊS JANEIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","11/02/2020","145.958.185-72 - JOSÉ DEJANILSON DE SOUZA CALAZANS","R$365,12","LIQUIDADO PARA PAGAMENTO A DESPESA COM SUBSÍDIOS DO SECRETARIO DE OBRAS E SERVIÇOS PÚBLICOS DESTE  MUNICIPIO, REFERENTE O MÊS JANEIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","11/02/2020","012.975.005-04 - CARLOS ALBERTO DA SILVA","R$1.179,31","LIQUIDADO PARA PAGAMENTO A DESPESA COM SUBSÍDIOS DO VICE PREFEITO DESTE  MUNICIPIO, REFERENTE O MÊS JANEIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$700,42","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO  MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DE PLANEJAMENTO E FINANÇAS, REFERENTE O MÊS JANEIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$855,34","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO DESTE MUNICIPIO, REFERENTE O JANEIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$295,03","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NA CONTROLADORIA GERAL DO MUNICIPIO JUNTO AO GABINETE DO PREFEITO DESTE MUNICIPIO, REFERENTE AO MÊS JANEIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$306,32","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NA PROCURADORIA JURÍDICA DO MUNICIPIO JUNTO AO GABINETE DO PREFEITO DESTE MUNICIPIO, REFERENTE AO MÊS JANEIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$354,81","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NA SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS DESTE MUNICIPIO, REFERENTE O MÊS JANEIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$1.292,90","PARA FAZER FACE A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AO GABINETE DO PREFEITO DESTE MUNICIPIO, REFERENTE AO EXERCICIO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$271,32","PARA FAZER FACE AS DESPESAS NOS VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DESENVOLVIMENTO RURAL, REFERENTE AO JANEIRO DE 2020."
"","APLB - Contribuição Sindical (f)","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$210,57","PARA FAZER FACE A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AO GABINETE DO PREFEITO DESTE MUNICIPIO, REFERENTE AO EXERCICIO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","11/02/2020","091.337.205-68 - LUIZ SERGIO SOARES DE SOUZA SANTOS","R$671,11","LIQUIDADO PARA PAGAMENTO A DESPESA COM SUBSÍDIOS DO PREFEITO DESTE  MUNICIPIO, REFERENTE O MÊS JANEIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","11/02/2020","580.602.785-68 - CLERISTON SANTANA DE OLIVEIRA","R$550,00","LIQUIDADO PARA PAGAMENTO A DESPESA COM SUBSÍDIOS DO SECRETARIAO DE ADMINISTRAÇÃO DESTE  MUNICIPIO, REFERENTE O MÊS JANEIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","11/02/2020","145.958.185-72 - JOSÉ DEJANILSON DE SOUZA CALAZANS","R$550,00","LIQUIDADO PARA PAGAMENTO A DESPESA COM SUBSÍDIOS DO SECRETARIO DE OBRAS E SERVIÇOS PÚBLICOS DESTE  MUNICIPIO, REFERENTE O MÊS JANEIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","11/02/2020","012.975.005-04 - CARLOS ALBERTO DA SILVA","R$671,11","LIQUIDADO PARA PAGAMENTO A DESPESA COM SUBSÍDIOS DO VICE PREFEITO DESTE  MUNICIPIO, REFERENTE O MÊS JANEIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$6.333,82","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO  MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DE PLANEJAMENTO E FINANÇAS, REFERENTE O MÊS JANEIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$241,02","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL CONTRATADOS LOTADOS JUNTO A SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO, REFERENTE AO MÊS JANEIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$5.693,93","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO DESTE MUNICIPIO, REFERENTE O JANEIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$623,50","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NA CONTROLADORIA GERAL DO MUNICIPIO JUNTO AO GABINETE DO PREFEITO DESTE MUNICIPIO, REFERENTE AO MÊS JANEIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$1.203,22","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NA PROCURADORIA JURÍDICA DO MUNICIPIO JUNTO AO GABINETE DO PREFEITO DESTE MUNICIPIO, REFERENTE AO MÊS JANEIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$507,83","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL CONTRATADOS LOTADOS NA SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS, REFERENTE O MÊS JANEIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$3.584,43","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NA SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS DESTE MUNICIPIO, REFERENTE O MÊS JANEIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$80,34","LIQUIDADO PARA PAGAMENTO A DESPESAS NO VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL CONTRATADOS LOTADOS JUNTO A SECRETARIA MUNICIPAL DESENVOLVIMENTO RURAL, REFERENTE O MÊS JANEIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$101,85","LIQUIDADO PARA PAGAMENTO A DESPESAS NO VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DE SEGURANÇA E ORDEM PÚBLICA, REFERENTE AO MÊS JANEIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$3.838,85","PARA FAZER FACE A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AO GABINETE DO PREFEITO DESTE MUNICIPIO, REFERENTE AO EXERCICIO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$3.971,39","PARA FAZER FACE AS DESPESAS NOS VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DESENVOLVIMENTO RURAL, REFERENTE AO JANEIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","11/02/2020","580.602.785-68 - CLERISTON SANTANA DE OLIVEIRA","R$898,65","LIQUIDADO PARA PAGAMENTO A DESPESA COM SUBSÍDIOS DO SECRETARIAO DE ADMINISTRAÇÃO DESTE  MUNICIPIO, REFERENTE O MÊS JANEIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","11/02/2020","012.975.005-04 - CARLOS ALBERTO DA SILVA","R$2.548,65","LIQUIDADO PARA PAGAMENTO A DESPESA COM SUBSÍDIOS DO VICE PREFEITO DESTE  MUNICIPIO, REFERENTE O MÊS JANEIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$5.776,24","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO  MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DE PLANEJAMENTO E FINANÇAS, REFERENTE O MÊS JANEIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$8.802,83","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO DESTE MUNICIPIO, REFERENTE O JANEIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$214,40","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NA PROCURADORIA JURÍDICA DO MUNICIPIO JUNTO AO GABINETE DO PREFEITO DESTE MUNICIPIO, REFERENTE AO MÊS JANEIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$3.667,87","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NA SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS DESTE MUNICIPIO, REFERENTE O MÊS JANEIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$5.342,84","PARA FAZER FACE A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AO GABINETE DO PREFEITO DESTE MUNICIPIO, REFERENTE AO EXERCICIO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$3.739,90","PARA FAZER FACE AS DESPESAS NOS VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DESENVOLVIMENTO RURAL, REFERENTE AO JANEIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","11/02/2020","13.320.152/0001-13 - FUNDO SAUDE TUCANO","R$868,40","LIQUIDADO PARA PAGAMENTO A DESPESA COM O VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NOS DIVERSOS SETORES DO FUNDO DE SAÚDE (COMISSIONADO) DESTE MUNICIPIO, REF. MÊS JANEIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","11/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$2.085,34","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS NA MANUTENÇÃO DO SECRETARIA MUNICIPAL DESENVOLVIMENTO SOCIAL, REF. MÊS JANEIRO DE 2020."
"","Sindicato Sindismut (f)","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$315,81","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO  MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DE PLANEJAMENTO E FINANÇAS, REFERENTE O MÊS JANEIRO DE 2020."
"","Sindicato Sindismut (f)","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$420,01","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO DESTE MUNICIPIO, REFERENTE O JANEIRO DE 2020."
"","Sindicato Sindismut (f)","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$39,78","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NA PROCURADORIA JURÍDICA DO MUNICIPIO JUNTO AO GABINETE DO PREFEITO DESTE MUNICIPIO, REFERENTE AO MÊS JANEIRO DE 2020."
"","Sindicato Sindismut (f)","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$358,50","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NA SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS DESTE MUNICIPIO, REFERENTE O MÊS JANEIRO DE 2020."
"","Sindicato Sindismut (f)","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$20,78","LIQUIDADO PARA PAGAMENTO A DESPESAS NO VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DE SEGURANÇA E ORDEM PÚBLICA, REFERENTE AO MÊS JANEIRO DE 2020."
"","Sindicato Sindismut (f)","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$151,05","PARA FAZER FACE A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AO GABINETE DO PREFEITO DESTE MUNICIPIO, REFERENTE AO EXERCICIO DE 2020."
"","Sindicato Sindismut (f)","11/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$1.332,35","PARA FAZER FACE AS DESPESAS NOS VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DESENVOLVIMENTO RURAL, REFERENTE AO JANEIRO DE 2020."
"","Antecipação de Pensão Alimentícia (f)","11/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$311,70","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DO DEPARTAMENTO DE EDUCAÇÃO 25% (FUNDEB 40% - COMISSIONADO), REFERENTE O MÊS JANEIRO DE 2020."
"","Caixa Econômica Federal - Empréstimos Consignados (f)","11/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$895,79","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS NA MANUTENÇÃO DO SECRETARIA MUNICIPAL DESENVOLVIMENTO SOCIAL, REF. MÊS JANEIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","11/02/2020","808.952.635-72 - MARIANA SANTANA DE P. C. DE A. BARRETO","R$279,80","LIQUIDADDO PARA PAGAMENTO A DESPESA COM SUBSÍDIOS DA SECRETARIA DE SAÚDE DESTE  MUNICIPIO, REF. MÊS JANEIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","11/02/2020","13.320.152/0001-13 - FUNDO SAUDE TUCANO","R$567,37","LIQUIDADO PARA PAGAMENTO A DESPESA COM O VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NOS DIVERSOS SETORES DO FUNDO DE SAÚDE (COMISSIONADO) DESTE MUNICIPIO, REF. MÊS JANEIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","11/02/2020","383.151.495-04 - AURICELE MARIA DE SOUZA SANTOS GUERREIRO","R$365,12","LIQUIDADO PARA PAGAMENTO A DESPESA COM SUBSÍDIOS DA SECRETARIA DE DESENVOLVIMENTO SOCIAL DESTE  MUNICIPIO, REF. MÊS JANEIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","11/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$77,14","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS NA MANUTENÇÃO DO SECRETARIA MUNICIPAL DESENVOLVIMENTO SOCIAL, REF. MÊS JANEIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","11/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$61,95","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DO DEPARTAMENTO DE EDUCAÇÃO 25% (FUNDEB 40% - COMISSIONADO), REFERENTE O MÊS JANEIRO DE 2020."
